Obs#,Time,Date,configName,configAuthor,remark,unique_id,...8,...9,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
15,15:09:18,2024-05-10,DURIN config,Nicole Bison,NA,21589,NA,NA,0.016118,2.917767,0.016030,0.270007,1.484589,1.477000,3.144889,1.660300,14.640827,14.716063,31.173861,0.441786,PSF-00189_20240510150918,0,0,0,92.887047,413.940674,0.775603,0.5,0.8,5.842838,44.14,43.92,25.94,24.82,100.88,156.2,137.6,11.9,19,3.651,14:58:58,2024-05-10,-0.54,-0.001,-0.003,-9999,0.193,0.757,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.437756,2.501840,1.651695,0.885001,0.262654,-0.012103,0.585413,0.123212,92.887047,0.000434,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510150918,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
16,15:11:50,2024-05-10,DURIN config,Nicole Bison,NA,24427,NA,NA,0.012415,2.916039,0.012362,0.202283,1.461419,1.455724,3.074934,1.613515,14.431149,14.487604,30.482998,0.441786,PSF-00189_20240510151150,0,0,0,105.378273,460.222351,0.771028,0.5,0.8,6.239657,43.30,43.13,26.01,24.44,100.87,156.0,143.5,8.0,20,3.650,15:11:43,2024-05-10,-0.46,0.002,0,-9999,1.254,3.006,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.436661,2.500474,1.649886,0.899429,0.262012,-0.017262,0.590083,0.124386,105.378273,0.000455,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510151150,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
17,15:19:54,2024-05-10,DURIN config,Nicole Bison,NA,28832,NA,NA,0.017398,2.919439,0.017295,0.285592,1.422962,1.414940,3.051768,1.628806,14.026425,14.105948,30.252445,0.441786,PSF-00189_20240510151954,0,0,0,92.932106,438.570862,0.788102,0.5,0.8,5.566792,41.89,41.66,26.11,24.31,100.88,156.4,136.9,12.5,18,3.644,15:11:43,2024-05-10,-0.46,-0.001,0.002,-9999,0.081,0.163,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.434615,2.498382,1.653453,0.883219,0.260902,-0.020015,0.604826,0.122226,92.932106,0.000421,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510151954,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
18,15:24:35,2024-05-10,DURIN config,Nicole Bison,NA,24778,NA,NA,0.309076,2.917630,0.279470,3.626880,1.610164,1.508335,2.890100,1.279936,14.952372,15.961813,28.650023,0.441786,PSF-00189_20240510152435,0,0,0,106.805923,467.713593,0.771642,0.5,0.8,5.550579,47.26,44.27,26.16,23.41,100.88,156.2,144.8,7.3,18,3.639,15:11:43,2024-05-10,-0.46,0.001,0.003,0.015,-0.487,-0.632,1.861,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.438197,2.506228,1.651551,0.902621,0.260382,-0.031168,0.613214,0.122498,106.805923,0.000437,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510152435,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
1,15:45:37,2024-05-10,DURIN config,Nicole Bison,NA,27120,NA,NA,0.026024,2.919295,0.025794,0.466022,1.354212,1.341116,3.135565,1.781353,13.299380,13.429248,31.094303,0.441786,PSF-00189_20240510154537,0,0,0,92.05484,461.96936,0.800734,0.5,0.8,5.822052,40.15,39.76,25.99,24.77,100.84,156.4,137.8,11.9,18,3.601,15:45:28,2024-05-10,-0.45,-0,0,-9999,0.175,0.3,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.432019,2.495816,1.653301,0.885492,0.262149,-0.013266,0.170519,0.122661,92.054840,0.000430,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510154537,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
2,15:49:56,2024-05-10,DURIN config,Nicole Bison,NA,26068,NA,NA,0.017287,2.916698,0.017185,0.324814,1.344603,1.335456,3.207446,1.862844,13.244105,13.334816,31.809174,0.441786,PSF-00189_20240510154956,0,0,0,147.484299,485.999817,0.696534,0.5,0.8,5.449299,39.64,39.37,26.09,25.15,100.83,156.1,146.6,6.1,20,3.629,15:45:28,2024-05-10,-0.45,0.002,-0,-9999,1.848,10.715,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.431448,2.495029,1.650575,0.907115,0.261129,-0.009951,0.208431,0.123821,147.484299,0.000437,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510154956,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
3,15:53:09,2024-05-10,DURIN config,Nicole Bison,NA,27967,NA,NA,0.428643,2.917948,0.373741,4.811181,1.465180,1.329997,2.736151,1.270972,13.190229,14.530898,27.135744,0.441786,PSF-00189_20240510155309,0,0,0,106.678963,472.106323,0.774036,0.5,0.8,5.804922,42.95,38.99,26.18,22.50,100.83,156.2,145.6,6.8,19,3.627,15:45:28,2024-05-10,-0.45,0.002,0.005,0.01,0.383,0.884,2.1,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.430905,2.499913,1.651885,0.904656,0.260158,-0.041869,0.231467,0.123141,106.678963,0.000434,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510155309,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
4,15:55:28,2024-05-10,DURIN config,Nicole Bison,NA,26743,NA,NA,0.224565,2.914495,0.208500,2.972492,1.461759,1.378016,2.868305,1.406546,13.667471,14.498055,28.448492,0.441786,PSF-00189_20240510155528,0,0,0,93.651291,472.567688,0.801825,0.5,0.8,6.269070,42.74,40.29,26.23,23.28,100.82,155.8,133.5,14.3,20,3.625,15:45:28,2024-05-10,-0.45,-0,0.002,-9999,0.099,0.305,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.432709,2.499596,1.648275,0.875045,0.259711,-0.033395,0.246688,0.123811,93.651291,0.000433,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510155528,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
5,15:57:13,2024-05-10,DURIN config,Nicole Bison,NA,24604,NA,NA,0.014287,2.918502,0.014217,0.269370,1.390833,1.383262,3.257195,1.866362,13.718959,13.794044,32.304310,0.441786,PSF-00189_20240510155713,0,0,0,91.160057,429.160248,0.787585,0.5,0.8,5.678945,40.54,40.32,26.28,25.40,100.83,156.3,150.2,3.9,18,3.588,15:55:54,2024-05-10,-0.45,-0.001,-0.001,-9999,0.06,0.199,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.432733,2.496330,1.652467,0.916315,0.259156,-0.009167,0.257790,0.122535,91.160057,0.000428,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510155713,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
6,15:59:02,2024-05-10,DURIN config,Nicole Bison,NA,24762,NA,NA,0.103188,2.918449,0.099664,1.640726,1.411887,1.365780,3.035236,1.623349,13.545068,14.002333,30.101835,0.441786,PSF-00189_20240510155902,0,0,0,237.869385,391.118652,0.391823,0.5,0.8,2.901244,41.05,39.71,26.32,24.22,100.83,156.3,146.6,6.2,19,3.587,15:55:54,2024-05-10,-0.45,0.001,0,-9999,9.176,23.436,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.431882,2.497079,1.652411,0.907235,0.258724,-0.023592,0.268894,0.122942,237.869385,0.000422,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510155902,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
7,16:01:03,2024-05-10,DURIN config,Nicole Bison,NA,21941,NA,NA,0.009736,2.916862,0.009703,0.179884,1.358720,1.353657,3.185790,1.827070,13.425370,13.475593,31.596203,0.441786,PSF-00189_20240510160103,0,0,0,90.616104000000007,450.803864,0.79899,0.5,0.8,5.922636,39.35,39.20,26.39,25.03,100.83,156.1,133.5,14.5,19,3.622,15:55:54,2024-05-10,-0.45,-0.001,-0.001,-9999,0.006,0.083,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.431162,2.494538,1.650747,0.875056,0.258035,-0.014877,0.280611,0.122959,90.616104,0.000431,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510160103,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
8,16:03:02,2024-05-10,DURIN config,Nicole Bison,NA,22303,NA,NA,0.035518,2.917763,0.035091,0.671088,1.346219,1.327338,3.230793,1.884574,13.163919,13.351174,32.041508,0.441786,PSF-00189_20240510160302,0,0,0,89.871529,444.713837,0.797912,0.5,0.8,5.781275,38.82,38.28,26.46,25.27,100.83,156.2,154.1,1.3,18,3.621,15:55:54,2024-05-10,-0.45,-0,0.001,-9999,0.179,0.503,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.429859,2.493737,1.651691,0.926148,0.257296,-0.012957,0.291754,0.122608,89.871529,0.000437,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510160302,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
9,16:04:57,2024-05-10,DURIN config,Nicole Bison,NA,20773,NA,NA,0.005916,2.914441,0.005904,0.119169,1.371630,1.368269,3.358914,1.987285,13.570464,13.603794,33.313641,0.441786,PSF-00189_20240510160457,0,0,0,94.537857,453.05835,0.791334,0.5,0.8,5.735505,39.39,39.29,26.53,25.92,100.83,155.8,143.1,8.2,18,3.620,15:55:54,2024-05-10,-0.45,0.001,-0.002,-9999,0.31,1.435,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.431257,2.494565,1.648218,0.898451,0.256563,-0.006036,0.302320,0.122613,94.537857,0.000429,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510160457,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
10,16:07:06,2024-05-10,DURIN config,Nicole Bison,NA,29801,NA,NA,0.126376,2.916584,0.121127,2.092709,1.425453,1.366571,3.128050,1.702597,13.553988,14.137995,31.024776,0.441786,PSF-00189_20240510160706,0,0,0,94.826103,431.880707,0.780434,0.5,0.8,5.359844,40.70,39.02,26.63,24.73,100.82,156.1,128.8,17.5,17,3.619,15:55:54,2024-05-10,-0.45,0,0.001,-9999,0.061,0.024,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.430855,2.496487,1.650455,0.863762,0.255560,-0.021391,0.313727,0.121815,94.826103,0.000428,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510160706,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
11,16:09:42,2024-05-10,DURIN config,Nicole Bison,NA,23588,NA,NA,0.064679,2.918457,0.063277,1.143673,1.381042,1.348898,3.162175,1.781133,13.379636,13.698470,31.365421,0.441786,PSF-00189_20240510160942,0,0,0,100.539566,435.331116,0.76905,0.5,0.8,5.455279,39.11,38.20,26.77,24.91,100.82,156.3,129.8,16.9,18,3.617,16:07:42,2024-05-10,-0.44,0.001,0.001,-9999,0.126,0.129,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.429693,2.494089,1.652420,0.866136,0.254169,-0.020899,0.327054,0.122289,100.539566,0.000430,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510160942,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
12,16:11:46,2024-05-10,DURIN config,Nicole Bison,NA,24341,NA,NA,0.038642,2.916961,0.038137,0.703353,1.425427,1.405647,3.241458,1.816032,13.944668,14.140892,32.156765,0.441786,PSF-00189_20240510161146,0,0,0,91.523048,418.466797,0.78129,0.5,0.8,5.249770,40.22,39.66,26.83,25.32,100.80,156.1,131.9,15.5,17,3.616,16:07:42,2024-05-10,-0.44,0,0.004,-9999,-0.122,-0.144,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.431713,2.495722,1.650851,0.871112,0.253537,-0.016743,0.337242,0.121504,91.523048,0.000436,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510161146,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
13,16:15:20,2024-05-10,DURIN config,Nicole Bison,NA,27901,NA,NA,0.043008,2.917754,0.042383,0.858504,1.432447,1.408322,3.424950,1.992503,13.972076,14.211419,33.979191,0.441786,PSF-00189_20240510161520,0,0,0,80.144409,286.589752,0.720351,0.5,0.8,3.166191,39.98,39.31,27.02,26.25,100.80,156.2,144.4,7.5,11,3.610,16:07:42,2024-05-10,-0.44,-0.001,-0.001,-9999,0.546,0.276,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.431182,2.495325,1.651681,0.901816,0.251672,-0.007933,0.354378,0.116626,80.144409,0.000445,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510161520,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
14,16:17:30,2024-05-10,DURIN config,Nicole Bison,NA,22603,NA,NA,0.195357,2.915905,0.183091,2.837527,1.467378,1.387552,2.994946,1.527568,13.765808,14.557755,29.712648,0.441786,PSF-00189_20240510161730,0,0,0,101.634262,431.962616,0.764715,0.5,0.8,4.913513,40.76,38.55,27.10,24.00,100.80,156.0,135.6,13.1,16,3.613,16:07:42,2024-05-10,-0.44,-0.001,0,-9999,-0.053,0.041,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.430110,2.496470,1.649746,0.879971,0.250880,-0.035473,0.364092,0.120886,101.634262,0.000436,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510161730,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
15,16:19:50,2024-05-10,DURIN config,Nicole Bison,NA,27826,NA,NA,0.041770,2.916156,0.041180,0.848486,1.400386,1.376503,3.427623,2.027237,13.655450,13.892374,34.003349,0.441786,PSF-00189_20240510161950,0,0,0,111.483696,377.323151,0.70454,0.5,0.8,4.383783,38.76,38.10,27.16,26.27,100.80,156.0,129.2,17.2,16,3.606,16:17:51,2024-05-10,-0.45,-0,-0,-9999,-0.479,-0.856,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.429483,2.493507,1.650007,0.864636,0.250279,-0.009459,0.374457,0.120460,111.483696,0.000438,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510161950,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
16,16:21:55,2024-05-10,DURIN config,Nicole Bison,NA,26103,NA,NA,0.021822,2.917444,0.021660,0.443569,1.410819,1.398348,3.425591,2.014772,13.872221,13.995941,33.983364,0.441786,PSF-00189_20240510162155,0,0,0,85.441589,300.433868,0.715606,0.5,0.8,3.856289,38.96,38.62,27.20,26.26,100.80,156.2,136.4,12.7,13,3.611,16:17:51,2024-05-10,-0.45,-0.002,-0.002,-9999,-0.189,0.054,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.430191,2.493792,1.651356,0.881995,0.249882,-0.010062,0.383441,0.118711,85.441589,0.000431,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510162155,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
17,16:23:54,2024-05-10,DURIN config,Nicole Bison,NA,24994,NA,NA,0.029709,2.917212,0.029409,0.589823,1.417133,1.400549,3.390455,1.973323,13.894778,14.059311,33.636555,0.441786,PSF-00189_20240510162354,0,0,0,103.581909,408.429626,0.74639,0.5,0.8,5.223828,39.06,38.60,27.23,26.08,100.80,156.1,134.2,14.1,17,3.610,16:17:51,2024-05-10,-0.45,-0,0,-9999,-0.134,-0.461,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.430159,2.493925,1.651114,0.876663,0.249535,-0.012567,0.391544,0.122090,103.581909,0.000433,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510162354,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
18,16:25:54,2024-05-10,DURIN config,Nicole Bison,NA,26427,NA,NA,0.027490,2.917907,0.027233,0.556402,1.395366,1.379727,3.405699,2.010332,13.688344,13.843502,33.788116,0.441786,PSF-00189_20240510162554,0,0,0,63.046932,259.197601,0.756761,0.5,0.8,4.009860,38.36,37.93,27.27,26.16,100.80,156.2,132.3,15.3,13,3.609,16:17:51,2024-05-10,-0.45,0,-0,-9999,-0.071,-0.018,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.429224,2.492885,1.651842,0.872005,0.249128,-0.012158,0.399860,0.118522,63.046932,0.000443,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240510162554,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35Z
1,14:33:51,2024-05-14,DURIN config,Nicole Bison,NA,34521,NA,NA,0.009427,2.918142,0.009397,0.129357,1.283998,1.280344,2.650299,1.366301,12.649397,12.685506,26.184134,0.441786,PSF-00189_20240514143351_33b,0,0,0,107.449295,426.516663,0.748077,0.5,0.8,11.716195,48.76,48.62,21.88,21.98,101.22,156.3,155.8,0.3,39,3.853,14:31:06,2024-05-14,-0.55,-0,-0.001,-9999,0.073,-0.033,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.445070,2.509558,1.652088,0.930480,0.309020,0.002606,0.101581,0.140273,107.449295,0.000456,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514143351_33b,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
2,14:38:23,2024-05-14,DURIN config,Nicole Bison,NA,33847,NA,NA,0.010454,2.915994,0.010417,0.176162,1.324595,1.319612,2.999709,1.675114,13.037774,13.087010,29.637148,0.441786,PSF-00189_20240514143823_7bf,0,0,0,141.209,463.019012,0.695025,0.5,0.8,16.387129,47.72,47.54,22.74,24.03,101.21,156.0,156.0,-0.0,59,3.853,14:31:06,2024-05-14,-0.55,-0,-0,-9999,0.942,2.811,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.443405,2.507835,1.649839,0.930973,0.298493,0.016392,0.136399,0.156889,141.209000,0.000458,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514143823_7bf,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
3,14:41:01,2024-05-14,DURIN config,Nicole Bison,NA,35208,NA,NA,0.003606,2.916871,0.003602,0.051621,1.349679,1.348220,2.770621,1.420942,13.321214,13.335628,27.375378,0.441786,PSF-00189_20240514144101_ac0,0,0,0,109.891891,420.620789,0.738739,0.5,0.8,15.192058,47.32,47.27,23.19,22.71,101.21,156.1,155.5,0.4,51,3.848,14:31:06,2024-05-14,-0.55,-0.001,-0,-9999,-0.219,-0.468,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.442940,2.507150,1.650756,0.929793,0.293196,-0.004196,0.154657,0.150565,109.891891,0.000448,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514144101_ac0,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
4,14:42:53,2024-05-14,DURIN config,Nicole Bison,NA,36038,NA,NA,0.012217,2.917442,0.012166,0.194184,1.374425,1.368941,2.955184,1.580760,13.526550,13.580735,29.200274,0.441786,PSF-00189_20240514144253_616,0,0,0,112.907051,467.303741,0.758386,0.5,0.8,15.832957,47.25,47.06,23.51,23.78,101.20,156.2,155.9,0.2,52,3.846,14:41:19,2024-05-14,-0.61,-0.001,-0.002,-9999,0.828,1.364,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.442582,2.507061,1.651354,0.930734,0.289396,0.004425,0.167061,0.151220,112.907051,0.000444,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514144253_616,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
5,14:45:15,2024-05-14,DURIN config,Nicole Bison,NA,36731,NA,NA,0.002821,2.917342,0.002818,0.041377,1.400322,1.399154,2.855028,1.454706,13.823511,13.835054,28.207422,0.441786,PSF-00189_20240514144515_182,0,0,0,122.919556,444.301117,0.723342,0.5,0.8,12.944168,47.22,47.18,23.84,23.21,101.22,156.2,155.9,0.2,45,3.812,14:41:19,2024-05-14,-0.61,-0,-0.001,-9999,0.305,0.349,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.442669,2.506938,1.651249,0.930585,0.285704,-0.006014,0.182162,0.144961,122.919556,0.000436,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514144515_182,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
6,14:46:41,2024-05-14,DURIN config,Nicole Bison,NA,38025,NA,NA,0.015013,2.918758,0.014936,0.224935,1.411331,1.404987,2.903199,1.491868,13.880424,13.943100,28.681856,0.441786,PSF-00189_20240514144641_c32,0,0,0,117.686035,460.951569,0.744689,0.5,0.8,16.392921,47.06,46.85,24.02,23.48,101.22,156.3,155.8,0.4,55,3.841,14:41:19,2024-05-14,-0.61,-0,-0,-9999,0.124,0.629,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.442183,2.506668,1.652736,0.930353,0.283601,-0.004955,0.190935,0.153605,117.686035,0.000442,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514144641_c32,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
7,14:49:16,2024-05-14,DURIN config,Nicole Bison,NA,38386,NA,NA,0.057032,2.916808,0.055939,0.848342,1.489482,1.465537,2.990592,1.501109,14.478516,14.715080,29.545027,0.441786,PSF-00189_20240514144916_2ed,0,0,0,128.512497,468.302979,0.725578,0.5,0.8,16.383541,48.78,48.00,24.32,23.98,101.22,156.1,150.8,3.4,56,3.807,14:41:19,2024-05-14,-0.61,-0,-0.001,-9999,-0.867,-1.845,-9999,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0,-9999,0,0,0,0,2.443672,2.509094,1.650689,0.917696,0.280217,-0.002731,0.206427,0.154795,128.512497,0.000429,2.368202,-3.3e-5,1,2.426428,-4e-5,1,0.602049,0.601182,0.1074,0,PSF-00189_20240514144916_2ed,PFA-00183,PSA-00195,PSF-00189,RHS-00549,3.0.0,2023-06-15T18:05:35Z
